scene,speaker,system,depth,si_sdr
6829-68769-0004_4077-13751-0008_4992-41797-0005,s1,gated_deflation,2,4.778615360869179
6829-68769-0004_4077-13751-0008_4992-41797-0005,s1,gated_deflation,3,-5.29385022173459
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,gated_deflation,1,29.200653560678216
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,gated_deflation,2,-2.5860435339223233
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,gated_deflation,3,-2.2736693838708715
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,gated_deflation,1,29.957306071939115
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,gated_deflation,2,nan
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,gated_deflation,3,0.1418167449741374
6829-68769-0004_4077-13751-0008_4992-41797-0005,s1,coarse_to_fine,1,inf
6829-68769-0004_4077-13751-0008_4992-41797-0005,s1,coarse_to_fine,2,2.583759980744566
6829-68769-0004_4077-13751-0008_4992-41797-0005,s1,coarse_to_fine,3,-5.465901153696569
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,coarse_to_fine,1,41.202836983903744
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,coarse_to_fine,2,8.458515052286154
6829-68769-0004_4077-13751-0008_4992-41797-0005,s2,coarse_to_fine,3,4.44437577190382
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,coarse_to_fine,1,39.29674917785553
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,coarse_to_fine,2,nan
6829-68769-0004_4077-13751-0008_4992-41797-0005,s3,coarse_to_fine,3,1.343863787139312
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,no_recursion,1,inf
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,no_recursion,2,nan
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,no_recursion,3,-0.47656192401481173
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,no_recursion,1,43.042831100445376
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,no_recursion,2,4.97390402443245
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,no_recursion,3,3.98712905642629
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,no_recursion,1,45.83575543112684
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,no_recursion,2,0.9331283011960362
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,no_recursion,3,-1.468600436894395
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,ungated_deflation,1,inf
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,ungated_deflation,2,nan
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,ungated_deflation,3,-0.47656192401481173
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,ungated_deflation,1,41.24235488482686
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,ungated_deflation,2,1.0934420536321383
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,ungated_deflation,3,-7.449085516547024
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,ungated_deflation,1,27.929432308983138
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,ungated_deflation,2,-1.718557465039805
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,ungated_deflation,3,-5.480001506037525
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,gated_deflation,1,inf
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,gated_deflation,2,nan
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,gated_deflation,3,-0.47656192401481173
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,gated_deflation,1,43.565398076384795
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,gated_deflation,2,3.8676618118529493
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,gated_deflation,3,-3.4483602705329623
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,gated_deflation,1,27.929432308983138
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,gated_deflation,2,-1.718557465039805
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,gated_deflation,3,-5.480001506037525
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,coarse_to_fine,1,inf
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,coarse_to_fine,2,nan
6930-81414-0027_7729-102255-0036_7127-75947-0015,s1,coarse_to_fine,3,-0.8644019613450676
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,coarse_to_fine,1,43.40651445855822
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,coarse_to_fine,2,4.640337165965691
6930-81414-0027_7729-102255-0036_7127-75947-0015,s2,coarse_to_fine,3,4.779514974217146
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,coarse_to_fine,1,43.35969464564451
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,coarse_to_fine,2,-2.8655422190629194
6930-81414-0027_7729-102255-0036_7127-75947-0015,s3,coarse_to_fine,3,-3.8621172815210847
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,no_recursion,1,31.886762093088137
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,no_recursion,2,8.94637575289546
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,no_recursion,3,1.4472640374792305
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,no_recursion,1,inf
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,no_recursion,2,nan
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,no_recursion,3,-2.3695377008600675
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,no_recursion,1,32.14670873966562
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,no_recursion,2,1.8726121503228044
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,no_recursion,3,-2.570289385444542
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,ungated_deflation,1,31.511869849686647
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,ungated_deflation,2,3.696192639900268
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,ungated_deflation,3,-2.737910354531511
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,ungated_deflation,1,inf
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,ungated_deflation,2,nan
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,ungated_deflation,3,-2.3695377008600675
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,ungated_deflation,1,12.477938649069877
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,ungated_deflation,2,-1.2882329316244234
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,ungated_deflation,3,-4.194750598245581
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,gated_deflation,1,31.511869849686647
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,gated_deflation,2,3.696192639900268
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,gated_deflation,3,-2.737910354531511
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,gated_deflation,1,inf
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,gated_deflation,2,nan
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,gated_deflation,3,-2.3695377008600675
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,gated_deflation,1,12.477938649069877
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,gated_deflation,2,-1.2882329316244234
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,gated_deflation,3,-4.194750598245581
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,coarse_to_fine,1,30.194328608763318
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,coarse_to_fine,2,6.8713256583617035
4992-23283-0008_8555-284447-0009_4077-13751-0013,s1,coarse_to_fine,3,1.3287684854644686
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,coarse_to_fine,1,inf
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,coarse_to_fine,2,nan
4992-23283-0008_8555-284447-0009_4077-13751-0013,s2,coarse_to_fine,3,-2.2230813691593294
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,coarse_to_fine,1,35.3618397561922
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,coarse_to_fine,2,-2.718779608275766
4992-23283-0008_8555-284447-0009_4077-13751-0013,s3,coarse_to_fine,3,-3.8040454093498335
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,no_recursion,1,55.41291905192484
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,no_recursion,2,15.529118513144514
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,no_recursion,3,8.280182554582689
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,no_recursion,1,inf
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,no_recursion,2,nan
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,no_recursion,3,5.799926800667674
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,no_recursion,1,24.79374887468818
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,no_recursion,2,-14.919677476767415
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,no_recursion,3,-1.6233224156554322
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,ungated_deflation,1,51.195622514715204
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,ungated_deflation,2,-3.1016970013944087
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,ungated_deflation,3,-6.0247132736568005
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,ungated_deflation,1,inf
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,ungated_deflation,2,nan
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,ungated_deflation,3,5.799926800667674
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,ungated_deflation,1,17.9871235128989
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,ungated_deflation,2,-10.637435321621782
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,ungated_deflation,3,1.9479235373535795
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,gated_deflation,1,51.195622514715204
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,gated_deflation,2,-3.1016970013944087
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,gated_deflation,3,-6.0247132736568005
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,gated_deflation,1,inf
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,gated_deflation,2,nan
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,gated_deflation,3,5.799926800667674
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,gated_deflation,1,17.9871235128989
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,gated_deflation,2,-10.637435321621782
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,gated_deflation,3,1.9479235373535795
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,coarse_to_fine,1,56.457436015171545
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,coarse_to_fine,2,16.010660623416143
1188-133604-0005_4446-2275-0035_1580-141083-0026,s1,coarse_to_fine,3,8.790093901101075
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,coarse_to_fine,1,inf
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,coarse_to_fine,2,nan
1188-133604-0005_4446-2275-0035_1580-141083-0026,s2,coarse_to_fine,3,-14.750856741268558
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,coarse_to_fine,1,24.981125006170032
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,coarse_to_fine,2,-14.388224420356103
1188-133604-0005_4446-2275-0035_1580-141083-0026,s3,coarse_to_fine,3,-4.0760414666079035
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,no_recursion,1,67.16692371326477
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,no_recursion,2,4.236846059315432
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,no_recursion,3,-3.9661047312535564
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,no_recursion,1,inf
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,no_recursion,2,nan
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,no_recursion,3,2.9679886768289307
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,no_recursion,1,28.454134854551057
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,no_recursion,2,2.2904706056096757
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,no_recursion,3,1.0224480120734138
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,ungated_deflation,1,66.02170619331307
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,ungated_deflation,2,-2.2013624224516395
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,ungated_deflation,3,-26.928083566663382
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,ungated_deflation,1,inf
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,ungated_deflation,2,nan
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,ungated_deflation,3,2.9679886768289307
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,ungated_deflation,1,23.695510736770977
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,ungated_deflation,2,0.8175258630805091
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,ungated_deflation,3,-11.389691733669281
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,gated_deflation,1,67.16692371326477
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,gated_deflation,2,4.236846059315432
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,gated_deflation,3,-3.9661047312535564
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,gated_deflation,1,inf
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,gated_deflation,2,nan
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,gated_deflation,3,2.9679886768289307
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,gated_deflation,1,28.454134854551057
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,gated_deflation,2,2.2904706056096757
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,gated_deflation,3,1.0224480120734138
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,coarse_to_fine,1,67.83521198790807
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,coarse_to_fine,2,3.348236058105808
5639-40744-0026_4446-2271-0019_8230-279154-0022,s1,coarse_to_fine,3,-4.026150275545258
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,coarse_to_fine,1,inf
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,coarse_to_fine,2,nan
5639-40744-0026_4446-2271-0019_8230-279154-0022,s2,coarse_to_fine,3,2.665862218054645
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,coarse_to_fine,1,26.739681154159634
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,coarse_to_fine,2,1.2155987418719276
5639-40744-0026_4446-2271-0019_8230-279154-0022,s3,coarse_to_fine,3,0.11045303211819013
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,no_recursion,1,50.09576416879781
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,no_recursion,2,7.969931388042778
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,no_recursion,3,2.9302309719108055
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,no_recursion,1,inf
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,no_recursion,2,nan
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,no_recursion,3,-0.24318828857292143
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,no_recursion,1,29.054984887275573
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,no_recursion,2,12.352985687430804
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,no_recursion,3,0.6699837858948812
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,ungated_deflation,1,46.59615200240878
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,ungated_deflation,2,1.773007538816522
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,ungated_deflation,3,-11.03376371924853
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,ungated_deflation,1,inf
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,ungated_deflation,2,nan
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,ungated_deflation,3,-0.24318828857292143
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,ungated_deflation,1,22.480460601640196
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,ungated_deflation,2,7.035903426091029
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,ungated_deflation,3,-2.552516745410034
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,gated_deflation,1,40.24276176109272
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,gated_deflation,2,-4.013048749401138
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,gated_deflation,3,-10.019299787019488
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,gated_deflation,1,inf
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,gated_deflation,2,nan
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,gated_deflation,3,-0.24318828857292143
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,gated_deflation,1,29.054984887275573
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,gated_deflation,2,12.352985687430804
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,gated_deflation,3,0.6699837858948812
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,coarse_to_fine,1,49.41342098068412
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,coarse_to_fine,2,6.579631583461448
5683-32879-0017_7176-92135-0009_4077-13751-0014,s1,coarse_to_fine,3,3.1540116829768223
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,coarse_to_fine,1,inf
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,coarse_to_fine,2,nan
5683-32879-0017_7176-92135-0009_4077-13751-0014,s2,coarse_to_fine,3,-2.0592837184940573
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,coarse_to_fine,1,29.627336261847915
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,coarse_to_fine,2,11.244940767661156
5683-32879-0017_7176-92135-0009_4077-13751-0014,s3,coarse_to_fine,3,1.4500778538912131
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,no_recursion,1,inf
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,no_recursion,2,nan
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,no_recursion,3,-2.106519604101474
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,no_recursion,1,32.10543647010924
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,no_recursion,2,-3.8382371305704637
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,no_recursion,3,-4.899050776556023
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,no_recursion,1,26.51767344051034
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,no_recursion,2,-8.402915875492987
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,no_recursion,3,-9.882495753054343
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,ungated_deflation,1,inf
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,ungated_deflation,2,nan
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,ungated_deflation,3,-2.106519604101474
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,ungated_deflation,1,33.93394595353509
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,ungated_deflation,2,-1.4414822569735422
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,ungated_deflation,3,-5.722536231718315
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,ungated_deflation,1,19.587219153112102
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,ungated_deflation,2,-6.107081383519346
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,ungated_deflation,3,-9.633730273640401
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,gated_deflation,1,inf
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,gated_deflation,2,nan
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,gated_deflation,3,-2.106519604101474
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,gated_deflation,1,32.10543647010924
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,gated_deflation,2,-3.8382371305704637
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,gated_deflation,3,-4.899050776556023
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,gated_deflation,1,26.51767344051034
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,gated_deflation,2,-8.402915875492987
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,gated_deflation,3,-9.882495753054343
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,coarse_to_fine,1,inf
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,coarse_to_fine,2,nan
237-134500-0014_4077-13754-0006_8455-210777-0034,s1,coarse_to_fine,3,-1.8424096239980725
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,coarse_to_fine,1,31.985848043237684
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,coarse_to_fine,2,-4.8828106567093394
237-134500-0014_4077-13754-0006_8455-210777-0034,s2,coarse_to_fine,3,-6.253903015424208
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,coarse_to_fine,1,26.51767344051034
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,coarse_to_fine,2,-8.402915875492987
237-134500-0014_4077-13754-0006_8455-210777-0034,s3,coarse_to_fine,3,-9.882495753054343
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,no_recursion,1,37.77526578028369
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,no_recursion,2,8.82155655820892
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,no_recursion,3,1.4606531296032867
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,no_recursion,1,inf
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,no_recursion,2,nan
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,no_recursion,3,1.8217767092227968
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,no_recursion,1,23.09463138622009
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,no_recursion,2,2.02157645640448
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,no_recursion,3,-6.72613656243792
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,ungated_deflation,1,38.55151939212307
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,ungated_deflation,2,3.167916194579444
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,ungated_deflation,3,-7.31125564716049
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,ungated_deflation,1,inf
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,ungated_deflation,2,nan
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,ungated_deflation,3,1.8217767092227968
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,ungated_deflation,1,16.76020015075881
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,ungated_deflation,2,-1.2661404207630618
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,ungated_deflation,3,-5.360140236078922
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,gated_deflation,1,38.54554588566966
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,gated_deflation,2,4.667955086184645
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,gated_deflation,3,-0.622779573972913
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,gated_deflation,1,inf
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,gated_deflation,2,nan
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,gated_deflation,3,1.8217767092227968
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,gated_deflation,1,23.09463138622009
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,gated_deflation,2,2.02157645640448
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,gated_deflation,3,-6.72613656243792
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,coarse_to_fine,1,37.48515009513461
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,coarse_to_fine,2,6.4294956729877555
6930-75918-0005_908-31957-0024_7127-75946-0029,s1,coarse_to_fine,3,-0.38356838227765155
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,coarse_to_fine,1,inf
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,coarse_to_fine,2,nan
6930-75918-0005_908-31957-0024_7127-75946-0029,s2,coarse_to_fine,3,0.8111671955240819
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,coarse_to_fine,1,23.87491926525985
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,coarse_to_fine,2,1.5818518042547298
6930-75918-0005_908-31957-0024_7127-75946-0029,s3,coarse_to_fine,3,-6.607148269392119
2961-961-0006_260-123286-0031_4077-13754-0013,s1,no_recursion,1,inf
2961-961-0006_260-123286-0031_4077-13754-0013,s1,no_recursion,2,nan
2961-961-0006_260-123286-0031_4077-13754-0013,s1,no_recursion,3,-2.566922034247197
2961-961-0006_260-123286-0031_4077-13754-0013,s2,no_recursion,1,inf
2961-961-0006_260-123286-0031_4077-13754-0013,s2,no_recursion,2,6.479683129924681
2961-961-0006_260-123286-0031_4077-13754-0013,s2,no_recursion,3,6.576429663690233
2961-961-0006_260-123286-0031_4077-13754-0013,s3,no_recursion,1,47.6314791845908
2961-961-0006_260-123286-0031_4077-13754-0013,s3,no_recursion,2,0.8051303677903967
2961-961-0006_260-123286-0031_4077-13754-0013,s3,no_recursion,3,-2.4224720348565545
2961-961-0006_260-123286-0031_4077-13754-0013,s1,ungated_deflation,1,inf
2961-961-0006_260-123286-0031_4077-13754-0013,s1,ungated_deflation,2,nan
2961-961-0006_260-123286-0031_4077-13754-0013,s1,ungated_deflation,3,-2.566922034247197
2961-961-0006_260-123286-0031_4077-13754-0013,s2,ungated_deflation,1,inf
